Domain Name,Record Name,Record Type,Record Value
junohub.com,_52d165725d5646718c58e7fe2ed0fe36.junohub.com.,CNAME,_f06ed6f5ba55f17967e570748ecf7ada.hkvuiqjoua.acm-validations.aws.
